ID,Language_ID,Parameter_ID,Value
hand-sasa1249,sasa1249,Was_there_lexical_replacement_of_hand?,no
hand-sata1237,sata1237,Was_there_lexical_replacement_of_hand?,yes
hand-sawa1247,sawa1247,Was_there_lexical_replacement_of_hand?,yes
hand-sebe1242,sebe1242,Was_there_lexical_replacement_of_hand?,unknown
hand-sebo1238,sebo1238,Was_there_lexical_replacement_of_hand?,unknown
hand-sedo1237,sedo1237,Was_there_lexical_replacement_of_hand?,unknown
hand-sega1243,sega1243,Was_there_lexical_replacement_of_hand?,yes
hand-seim1238,seim1238,Was_there_lexical_replacement_of_hand?,yes
hand-seit1239,seit1239,Was_there_lexical_replacement_of_hand?,unknown
hand-seka1247,seka1247,Was_there_lexical_replacement_of_hand?,no
hand-seka1248,seka1248,Was_there_lexical_replacement_of_hand?,unknown
hand-seke1241,seke1241,Was_there_lexical_replacement_of_hand?,yes
hand-seko1242,seko1242,Was_there_lexical_replacement_of_hand?,unknown
hand-seko1243,seko1243,Was_there_lexical_replacement_of_hand?,unknown
hand-sela1259,sela1259,Was_there_lexical_replacement_of_hand?,no
hand-sela1260,sela1260,Was_there_lexical_replacement_of_hand?,unknown
hand-selu1242,selu1242,Was_there_lexical_replacement_of_hand?,unknown
hand-selu1243,selu1243,Was_there_lexical_replacement_of_hand?,unknown
hand-sema1269,sema1269,Was_there_lexical_replacement_of_hand?,unknown
hand-semb1240,semb1240,Was_there_lexical_replacement_of_hand?,unknown
hand-seng1281,seng1281,Was_there_lexical_replacement_of_hand?,yes
hand-sepa1241,sepa1241,Was_there_lexical_replacement_of_hand?,no
hand-sepa1242,sepa1242,Was_there_lexical_replacement_of_hand?,unknown
hand-sera1260,sera1260,Was_there_lexical_replacement_of_hand?,yes
hand-seri1255,seri1255,Was_there_lexical_replacement_of_hand?,no
hand-seru1244,seru1244,Was_there_lexical_replacement_of_hand?,unknown
hand-seru1245,seru1245,Was_there_lexical_replacement_of_hand?,no
hand-seru1246,seru1246,Was_there_lexical_replacement_of_hand?,unknown
hand-sewa1251,sewa1251,Was_there_lexical_replacement_of_hand?,no
hand-shar1244,shar1244,Was_there_lexical_replacement_of_hand?,yes
hand-sian1254,sian1254,Was_there_lexical_replacement_of_hand?,unknown
hand-sian1255,sian1255,Was_there_lexical_replacement_of_hand?,unknown
hand-siar1238,siar1238,Was_there_lexical_replacement_of_hand?,no
hand-sibu1258,sibu1258,Was_there_lexical_replacement_of_hand?,unknown
hand-siee1239,siee1239,Was_there_lexical_replacement_of_hand?,yes
hand-sika1261,sika1261,Was_there_lexical_replacement_of_hand?,no
hand-sika1262,sika1262,Was_there_lexical_replacement_of_hand?,no
hand-siku1242,siku1242,Was_there_lexical_replacement_of_hand?,unknown
hand-simb1256,simb1256,Was_there_lexical_replacement_of_hand?,no
hand-sime1241,sime1241,Was_there_lexical_replacement_of_hand?,yes
hand-sina1266,sina1266,Was_there_lexical_replacement_of_hand?,no
hand-sioo1240,sioo1240,Was_there_lexical_replacement_of_hand?,yes
hand-sira1267,sira1267,Was_there_lexical_replacement_of_hand?,no
hand-sisi1250,sisi1250,Was_there_lexical_replacement_of_hand?,yes
hand-siss1243,siss1243,Was_there_lexical_replacement_of_hand?,yes
hand-sobe1238,sobe1238,Was_there_lexical_replacement_of_hand?,no
hand-solo1257,solo1257,Was_there_lexical_replacement_of_hand?,yes
hand-solo1258,solo1258,Was_there_lexical_replacement_of_hand?,unknown
hand-sons1242,sons1242,Was_there_lexical_replacement_of_hand?,yes
hand-sori1242,sori1242,Was_there_lexical_replacement_of_hand?,no
hand-sout2856,sout2856,Was_there_lexical_replacement_of_hand?,yes
hand-sout2857,sout2857,Was_there_lexical_replacement_of_hand?,yes
hand-sout2859,sout2859,Was_there_lexical_replacement_of_hand?,yes
hand-sout2866,sout2866,Was_there_lexical_replacement_of_hand?,unknown
hand-sout2869,sout2869,Was_there_lexical_replacement_of_hand?,no
hand-sout2877,sout2877,Was_there_lexical_replacement_of_hand?,yes
hand-sout2883,sout2883,Was_there_lexical_replacement_of_hand?,no
hand-sout2895,sout2895,Was_there_lexical_replacement_of_hand?,yes
hand-sout2896,sout2896,Was_there_lexical_replacement_of_hand?,no
hand-sout2905,sout2905,Was_there_lexical_replacement_of_hand?,unknown
hand-sout2908,sout2908,Was_there_lexical_replacement_of_hand?,no
hand-sout2912,sout2912,Was_there_lexical_replacement_of_hand?,unknown
hand-sout2916,sout2916,Was_there_lexical_replacement_of_hand?,no
hand-sout2918,sout2918,Was_there_lexical_replacement_of_hand?,yes
hand-sout2920,sout2920,Was_there_lexical_replacement_of_hand?,unknown
hand-sout3010,sout3010,Was_there_lexical_replacement_of_hand?,unknown
hand-sout3241,sout3241,Was_there_lexical_replacement_of_hand?,unknown
hand-sowa1244,sowa1244,Was_there_lexical_replacement_of_hand?,yes
hand-sril1245,sril1245,Was_there_lexical_replacement_of_hand?,unknown
hand-stan1306,stan1306,Was_there_lexical_replacement_of_hand?,yes
hand-suau1242,suau1242,Was_there_lexical_replacement_of_hand?,no
hand-sude1239,sude1239,Was_there_lexical_replacement_of_hand?,no
hand-sugu1243,sugu1243,Was_there_lexical_replacement_of_hand?,yes
hand-suku1264,suku1264,Was_there_lexical_replacement_of_hand?,unknown
hand-sula1248,sula1248,Was_there_lexical_replacement_of_hand?,unknown
hand-sulo1237,sulo1237,Was_there_lexical_replacement_of_hand?,unknown
hand-sumb1241,sumb1241,Was_there_lexical_replacement_of_hand?,no
hand-sund1252,sund1252,Was_there_lexical_replacement_of_hand?,yes
hand-suri1273,suri1273,Was_there_lexical_replacement_of_hand?,no
hand-surs1246,surs1246,Was_there_lexical_replacement_of_hand?,no
hand-suwa1241,suwa1241,Was_there_lexical_replacement_of_hand?,unknown
hand-tady1237,tady1237,Was_there_lexical_replacement_of_hand?,yes
hand-taee1237,taee1237,Was_there_lexical_replacement_of_hand?,unknown
hand-taga1268,taga1268,Was_there_lexical_replacement_of_hand?,unknown
hand-taga1270,taga1270,Was_there_lexical_replacement_of_hand?,yes
hand-taga1272,taga1272,Was_there_lexical_replacement_of_hand?,unknown
hand-taga1273,taga1273,Was_there_lexical_replacement_of_hand?,unknown
hand-tagb1258,tagb1258,Was_there_lexical_replacement_of_hand?,unknown
hand-tahi1242,tahi1242,Was_there_lexical_replacement_of_hand?,no
hand-taje1237,taje1237,Was_there_lexical_replacement_of_hand?,unknown
hand-taji1246,taji1246,Was_there_lexical_replacement_of_hand?,unknown
hand-taki1248,taki1248,Was_there_lexical_replacement_of_hand?,yes
hand-taku1257,taku1257,Was_there_lexical_replacement_of_hand?,no
hand-tala1285,tala1285,Was_there_lexical_replacement_of_hand?,unknown
hand-tali1259,tali1259,Was_there_lexical_replacement_of_hand?,no
hand-tali1262,tali1262,Was_there_lexical_replacement_of_hand?,no
hand-talo1251,talo1251,Was_there_lexical_replacement_of_hand?,unknown
hand-talo1252,talo1252,Was_there_lexical_replacement_of_hand?,no
hand-tama1335,tama1335,Was_there_lexical_replacement_of_hand?,unknown
hand-tamb1253,tamb1253,Was_there_lexical_replacement_of_hand?,yes
hand-tami1290,tami1290,Was_there_lexical_replacement_of_hand?,no
hand-tamp1254,tamp1254,Was_there_lexical_replacement_of_hand?,unknown
hand-tana1281,tana1281,Was_there_lexical_replacement_of_hand?,yes
hand-tand1253,tand1253,Was_there_lexical_replacement_of_hand?,unknown
hand-tand1256,tand1256,Was_there_lexical_replacement_of_hand?,yes
hand-tand1258,tand1258,Was_there_lexical_replacement_of_hand?,no
hand-tane1237,tane1237,Was_there_lexical_replacement_of_hand?,no
hand-tang1347,tang1347,Was_there_lexical_replacement_of_hand?,no
hand-tang1348,tang1348,Was_there_lexical_replacement_of_hand?,no
hand-tani1255,tani1255,Was_there_lexical_replacement_of_hand?,yes
hand-tano1246,tano1246,Was_there_lexical_replacement_of_hand?,unknown
hand-taro1264,taro1264,Was_there_lexical_replacement_of_hand?,yes
hand-tarp1240,tarp1240,Was_there_lexical_replacement_of_hand?,no
hand-tasm1246,tasm1246,Was_there_lexical_replacement_of_hand?,no
hand-tata1257,tata1257,Was_there_lexical_replacement_of_hand?,unknown
hand-taup1242,taup1242,Was_there_lexical_replacement_of_hand?,no
hand-taus1251,taus1251,Was_there_lexical_replacement_of_hand?,no
hand-taut1234,taut1234,Was_there_lexical_replacement_of_hand?,unknown
hand-tawa1275,tawa1275,Was_there_lexical_replacement_of_hand?,no
hand-tawo1243,tawo1243,Was_there_lexical_replacement_of_hand?,unknown
hand-tbol1240,tbol1240,Was_there_lexical_replacement_of_hand?,yes
hand-tean1237,tean1237,Was_there_lexical_replacement_of_hand?,no
hand-tela1241,tela1241,Was_there_lexical_replacement_of_hand?,yes
hand-telu1263,telu1263,Was_there_lexical_replacement_of_hand?,unknown
hand-temu1239,temu1239,Was_there_lexical_replacement_of_hand?,unknown
hand-teng1267,teng1267,Was_there_lexical_replacement_of_hand?,unknown
hand-teng1272,teng1272,Was_there_lexical_replacement_of_hand?,yes
hand-teni1244,teni1244,Was_there_lexical_replacement_of_hand?,unknown
hand-teop1238,teop1238,Was_there_lexical_replacement_of_hand?,yes
hand-teor1240,teor1240,Was_there_lexical_replacement_of_hand?,unknown
hand-tere1276,tere1276,Was_there_lexical_replacement_of_hand?,unknown
hand-term1237,term1237,Was_there_lexical_replacement_of_hand?,no
hand-tesa1236,tesa1236,Was_there_lexical_replacement_of_hand?,unknown
hand-tetu1245,tetu1245,Was_there_lexical_replacement_of_hand?,no
hand-tetu1246,tetu1246,Was_there_lexical_replacement_of_hand?,no
hand-teun1241,teun1241,Was_there_lexical_replacement_of_hand?,no
hand-thao1240,thao1240,Was_there_lexical_replacement_of_hand?,no
hand-tial1239,tial1239,Was_there_lexical_replacement_of_hand?,no
hand-tian1237,tian1237,Was_there_lexical_replacement_of_hand?,no
hand-tiga1245,tiga1245,Was_there_lexical_replacement_of_hand?,yes
hand-tiii1241,tiii1241,Was_there_lexical_replacement_of_hand?,unknown
hand-tiko1237,tiko1237,Was_there_lexical_replacement_of_hand?,no
hand-timu1262,timu1262,Was_there_lexical_replacement_of_hand?,yes
hand-tina1248,tina1248,Was_there_lexical_replacement_of_hand?,yes
hand-tinp1237,tinp1237,Was_there_lexical_replacement_of_hand?,yes
hand-tiri1258,tiri1258,Was_there_lexical_replacement_of_hand?,yes
hand-tiru1241,tiru1241,Was_there_lexical_replacement_of_hand?,yes
hand-tita1241,tita1241,Was_there_lexical_replacement_of_hand?,no
hand-toab1237,toab1237,Was_there_lexical_replacement_of_hand?,yes
hand-toba1266,toba1266,Was_there_lexical_replacement_of_hand?,yes
hand-tobi1238,tobi1238,Was_there_lexical_replacement_of_hand?,yes
hand-tobi1239,tobi1239,Was_there_lexical_replacement_of_hand?,unknown
hand-toke1240,toke1240,Was_there_lexical_replacement_of_hand?,unknown
hand-tola1247,tola1247,Was_there_lexical_replacement_of_hand?,yes
hand-tolo1255,tolo1255,Was_there_lexical_replacement_of_hand?,no
hand-toma1248,toma1248,Was_there_lexical_replacement_of_hand?,yes
hand-tomb1243,tomb1243,Was_there_lexical_replacement_of_hand?,unknown
hand-tomb1244,tomb1244,Was_there_lexical_replacement_of_hand?,unknown
hand-tomb1245,tomb1245,Was_there_lexical_replacement_of_hand?,unknown
hand-tomi1243,tomi1243,Was_there_lexical_replacement_of_hand?,no
hand-tomo1244,tomo1244,Was_there_lexical_replacement_of_hand?,unknown
hand-tond1251,tond1251,Was_there_lexical_replacement_of_hand?,unknown
hand-tong1325,tong1325,Was_there_lexical_replacement_of_hand?,no
hand-tons1239,tons1239,Was_there_lexical_replacement_of_hand?,unknown
hand-tons1240,tons1240,Was_there_lexical_replacement_of_hand?,yes
hand-tont1239,tont1239,Was_there_lexical_replacement_of_hand?,yes
hand-topo1243,topo1243,Was_there_lexical_replacement_of_hand?,unknown
hand-tora1259,tora1259,Was_there_lexical_replacement_of_hand?,yes
hand-tora1261,tora1261,Was_there_lexical_replacement_of_hand?,no
hand-toto1304,toto1304,Was_there_lexical_replacement_of_hand?,no
hand-tour1243,tour1243,Was_there_lexical_replacement_of_hand?,no
hand-trin1271,trin1271,Was_there_lexical_replacement_of_hand?,unknown
hand-trin1273,trin1273,Was_there_lexical_replacement_of_hand?,unknown
hand-tsat1238,tsat1238,Was_there_lexical_replacement_of_hand?,yes
hand-tsim1257,tsim1257,Was_there_lexical_replacement_of_hand?,unknown
hand-tsou1248,tsou1248,Was_there_lexical_replacement_of_hand?,yes
hand-tuam1242,tuam1242,Was_there_lexical_replacement_of_hand?,no
hand-tugu1245,tugu1245,Was_there_lexical_replacement_of_hand?,no
hand-tuka1248,tuka1248,Was_there_lexical_replacement_of_hand?,no
hand-tuka1249,tuka1249,Was_there_lexical_replacement_of_hand?,no
hand-tuku1254,tuku1254,Was_there_lexical_replacement_of_hand?,no
hand-tule1244,tule1244,Was_there_lexical_replacement_of_hand?,no
hand-tulu1259,tulu1259,Was_there_lexical_replacement_of_hand?,yes
hand-tuml1238,tuml1238,Was_there_lexical_replacement_of_hand?,unknown
hand-tung1290,tung1290,Was_there_lexical_replacement_of_hand?,yes
hand-tunj1244,tunj1244,Was_there_lexical_replacement_of_hand?,yes
hand-tuto1241,tuto1241,Was_there_lexical_replacement_of_hand?,unknown
hand-tutu1241,tutu1241,Was_there_lexical_replacement_of_hand?,no
hand-tuva1244,tuva1244,Was_there_lexical_replacement_of_hand?,no
hand-tuwa1243,tuwa1243,Was_there_lexical_replacement_of_hand?,unknown
hand-uabm1237,uabm1237,Was_there_lexical_replacement_of_hand?,no
hand-ubir1237,ubir1237,Was_there_lexical_replacement_of_hand?,no
hand-ughe1237,ughe1237,Was_there_lexical_replacement_of_hand?,yes
hand-ujir1237,ujir1237,Was_there_lexical_replacement_of_hand?,no
hand-ukit1237,ukit1237,Was_there_lexical_replacement_of_hand?,unknown
hand-ulau1237,ulau1237,Was_there_lexical_replacement_of_hand?,yes
hand-ulit1238,ulit1238,Was_there_lexical_replacement_of_hand?,yes
hand-ulum1237,ulum1237,Was_there_lexical_replacement_of_hand?,unknown
hand-umaa1242,umaa1242,Was_there_lexical_replacement_of_hand?,yes
hand-umal1238,umal1238,Was_there_lexical_replacement_of_hand?,unknown
hand-umal1239,umal1239,Was_there_lexical_replacement_of_hand?,unknown
hand-umir1236,umir1236,Was_there_lexical_replacement_of_hand?,yes
hand-unde1235,unde1235,Was_there_lexical_replacement_of_hand?,unknown
hand-unea1237,unea1237,Was_there_lexical_replacement_of_hand?,unknown
hand-unua1237,unua1237,Was_there_lexical_replacement_of_hand?,yes
hand-unub1234,unub1234,Was_there_lexical_replacement_of_hand?,no
hand-uppe1427,uppe1427,Was_there_lexical_replacement_of_hand?,unknown
hand-urak1238,urak1238,Was_there_lexical_replacement_of_hand?,yes
hand-urav1235,urav1235,Was_there_lexical_replacement_of_hand?,yes
hand-urip1239,urip1239,Was_there_lexical_replacement_of_hand?,yes
hand-urua1242,urua1242,Was_there_lexical_replacement_of_hand?,yes
hand-urua1244,urua1244,Was_there_lexical_replacement_of_hand?,yes
hand-vagh1249,vagh1249,Was_there_lexical_replacement_of_hand?,no
hand-valp1237,valp1237,Was_there_lexical_replacement_of_hand?,no
hand-vama1243,vama1243,Was_there_lexical_replacement_of_hand?,yes
hand-vang1243,vang1243,Was_there_lexical_replacement_of_hand?,no
hand-vano1237,vano1237,Was_there_lexical_replacement_of_hand?,no
hand-vaoo1237,vaoo1237,Was_there_lexical_replacement_of_hand?,no
hand-vari1239,vari1239,Was_there_lexical_replacement_of_hand?,yes
hand-vehe1237,vehe1237,Was_there_lexical_replacement_of_hand?,unknown
hand-vera1241,vera1241,Was_there_lexical_replacement_of_hand?,yes
hand-vinm1237,vinm1237,Was_there_lexical_replacement_of_hand?,yes
hand-vivt1234,vivt1234,Was_there_lexical_replacement_of_hand?,yes
hand-vuna1239,vuna1239,Was_there_lexical_replacement_of_hand?,no
hand-vure1239,vure1239,Was_there_lexical_replacement_of_hand?,yes
hand-waam1236,waam1236,Was_there_lexical_replacement_of_hand?,yes
hand-wabb1237,wabb1237,Was_there_lexical_replacement_of_hand?,no
hand-wabo1240,wabo1240,Was_there_lexical_replacement_of_hand?,unknown
hand-waem1237,waem1237,Was_there_lexical_replacement_of_hand?,unknown
hand-waer1237,waer1237,Was_there_lexical_replacement_of_hand?,unknown
hand-waga1268,waga1268,Was_there_lexical_replacement_of_hand?,no
hand-waha1238,waha1238,Was_there_lexical_replacement_of_hand?,unknown
hand-waig1244,waig1244,Was_there_lexical_replacement_of_hand?,unknown
hand-wail1242,wail1242,Was_there_lexical_replacement_of_hand?,no
hand-waim1251,waim1251,Was_there_lexical_replacement_of_hand?,no
hand-waim1252,waim1252,Was_there_lexical_replacement_of_hand?,no
hand-wakd1237,wakd1237,Was_there_lexical_replacement_of_hand?,unknown
hand-wala1266,wala1266,Was_there_lexical_replacement_of_hand?,no
hand-wall1257,wall1257,Was_there_lexical_replacement_of_hand?,no
hand-wamp1247,wamp1247,Was_there_lexical_replacement_of_hand?,yes
hand-wamp1248,wamp1248,Was_there_lexical_replacement_of_hand?,yes
hand-wand1267,wand1267,Was_there_lexical_replacement_of_hand?,yes
hand-wanu1241,wanu1241,Was_there_lexical_replacement_of_hand?,no
hand-wara1299,wara1299,Was_there_lexical_replacement_of_hand?,unknown
hand-wara1300,wara1300,Was_there_lexical_replacement_of_hand?,yes
hand-ware1253,ware1253,Was_there_lexical_replacement_of_hand?,yes
hand-waro1242,waro1242,Was_there_lexical_replacement_of_hand?,yes
hand-waru1266,waru1266,Was_there_lexical_replacement_of_hand?,yes
hand-watu1247,watu1247,Was_there_lexical_replacement_of_hand?,no
hand-wauy1237,wauy1237,Was_there_lexical_replacement_of_hand?,unknown
hand-wawo1239,wawo1239,Was_there_lexical_replacement_of_hand?,no
hand-weda1241,weda1241,Was_there_lexical_replacement_of_hand?,yes
hand-weje1237,weje1237,Was_there_lexical_replacement_of_hand?,no
hand-wela1235,wela1235,Was_there_lexical_replacement_of_hand?,no
hand-west2513,west2513,Was_there_lexical_replacement_of_hand?,yes
hand-west2516,west2516,Was_there_lexical_replacement_of_hand?,no
hand-west2519,west2519,Was_there_lexical_replacement_of_hand?,no
hand-west2535,west2535,Was_there_lexical_replacement_of_hand?,unknown
hand-west2538,west2538,Was_there_lexical_replacement_of_hand?,no
hand-west2541,west2541,Was_there_lexical_replacement_of_hand?,no
hand-west2548,west2548,Was_there_lexical_replacement_of_hand?,no
hand-west2555,west2555,Was_there_lexical_replacement_of_hand?,yes
hand-west2557,west2557,Was_there_lexical_replacement_of_hand?,yes
hand-west2559,west2559,Was_there_lexical_replacement_of_hand?,unknown
hand-west2560,west2560,Was_there_lexical_replacement_of_hand?,unknown
hand-west2563,west2563,Was_there_lexical_replacement_of_hand?,unknown
hand-west2564,west2564,Was_there_lexical_replacement_of_hand?,yes
hand-west2650,west2650,Was_there_lexical_replacement_of_hand?,yes
hand-weta1242,weta1242,Was_there_lexical_replacement_of_hand?,no
hand-whit1269,whit1269,Was_there_lexical_replacement_of_hand?,no
hand-woge1237,woge1237,Was_there_lexical_replacement_of_hand?,no
hand-woii1237,woii1237,Was_there_lexical_replacement_of_hand?,unknown
hand-wole1240,wole1240,Was_there_lexical_replacement_of_hand?,yes
hand-woli1241,woli1241,Was_there_lexical_replacement_of_hand?,no
hand-wotu1240,wotu1240,Was_there_lexical_replacement_of_hand?,no
hand-wusi1237,wusi1237,Was_there_lexical_replacement_of_hand?,no
hand-wuvu1239,wuvu1239,Was_there_lexical_replacement_of_hand?,yes
